Pays,PIB
Uzbekistan,1742.349256
Estonia,17404.2008
Algeria,1740.606654
Estonia,17395.04062
Barbados,17391.66891
Antigua and Barbuda,17376.64968
Guatemala,1737.879287
Kiribati,1734.903839
Oman,17329.18546
India,1732.554242
Equatorial Guinea,17288.8426
Eswatini,1728.710498
Kiribati,1727.845001
Honduras,1727.793682
Equatorial Guinea,1725.557584
Morocco,1725.457466
Slovenia,17233.13856
Jordan,1720.361427
Burundi,172.4955966
Kiribati,1715.814321
Mongolia,1714.361827
Tajikistan,171.0480646
Barbados,17092.58214
Turkmenistan,1704.41538
Trinidad and Tobago,17037.86236
Spain,17025.53198
Mauritania,1701.991163
Sao Tome and Principe,1700.097997
Bangladesh,1698.132081
Uruguay,16973.68924
Barbados,16900.04829
New Caledonia,16885.8944
New Zealand,16874.18749
Lithuania,16843.69965
Uruguay,16831.94819
Oman,16823.79498
Guatemala,1682.994501
Paraguay,1679.49512
Oman,16772.73921
Barbados,16770.66103
Mauritania,1677.109019
Estonia,16744.58445
Hungary,16735.65978
Malta,16723.88418
Papua New Guinea,1672.951024
Zambia,1672.907535
Uruguay,16715.63347
Mauritania,1670.204165
Burundi,167.3764625
Trinidad and Tobago,16683.39306
Antigua and Barbuda,16679.59166
Equatorial Guinea,16668.1217
Guatemala,1664.298958
Trinidad and Tobago,16637.16294
Paraguay,1663.604939
Chad,166.1757089
Romania,1659.90764
Kuwait,16587.24865
Kazakhstan,1658.030785
Nigeria,1656.424794
Lithuania,16551.0182
Nicaragua,1655.802946
Trinidad and Tobago,16539.89075
Kiribati,1653.540297
Barbados,16524.8995
Saudi Arabia,16516.63178
Jordan,1651.621798
Barbados,16489.07224
Latvia,16467.14369
Barbados,16458.35321
Barbados,16451.27931
Armenia,1643.756889
Cambodia,1643.121389
Hungary,16427.37276
Kiribati,1642.820129
Georgia,1642.760938
Croatia,16416.58681
Kiribati,1640.571205
Kenya,1633.491216
Samoa,1633.007661
Mongolia,1632.727582
Sri Lanka,1630.388906
Papua New Guinea,1626.312855
Trinidad and Tobago,16250.62869
Barbados,16249.67395
Seychelles,16213.48076
Bulgaria,1621.242961
Ethiopia,162.4327286
Puerto Rico,16192.12697
Trinidad and Tobago,16173.74005
Saudi Arabia,16113.14371
Mauritania,1610.921603
Tuvalu,1610.653001
Myanmar,161.0555236
Cyprus,16093.21461
Barbados,16056.37098
India,1605.605445
Antigua and Barbuda,16044.1058
Cameroon,1604.214035
Solomon Islands,1604.20583
New Caledonia,16039.16917
Kiribati,1601.861869
Seychelles,15994.81986
Hungary,15980.74089
Uzbekistan,1597.068337
Seychelles,15945.26493
Equatorial Guinea,15908.41119
Indonesia,1589.801489
Malta,15888.17232
Chile,15888.14436
Barbados,15885.41018
Mauritania,1587.611263
Ghana,1587.560932
Cameroon,1585.240534
Bahrain,15846.50595
Chile,15842.93648
Sao Tome and Principe,1584.775657
Kiribati,1584.738015
Oman,15838.46956
Vanuatu,1580.575634
Mauritania,1579.511548
Azerbaijan,1578.40239
Hungary,15777.19202
Panama,15774.25494
Portugal,15762.97579
Poland,15732.20313
India,1573.885642
Lithuania,15729.65247
Latvia,15721.45233
Poland,15720.99466
Honduras,1572.064888
Latvia,15656.34749
Paraguay,1565.054289
Sao Tome and Principe,1564.768548
Bangladesh,1563.767819
Antigua and Barbuda,15622.69287
Uruguay,15613.74597
Malawi,156.3858168
Djibouti,1559.240651
Samoa,1556.999425
Panama,15544.99908
Sudan,1551.085771
Guatemala,1550.360366
Ghana,1549.462719
Poland,15468.48222
Bosnia and Herzegovina,1544.602075
Uruguay,15438.41167
Cambodia,1543.669258
Trinidad and Tobago,15425.63511
Kiribati,1542.616465
Samoa,1542.066736
Saudi Arabia,15384.73836
Antigua and Barbuda,15383.5764
Barbados,15373.8547
Cameroon,1537.130218
Mauritania,1536.854888
Spain,15355.70317
Chile,15351.54074
Zambia,1535.196574
Cameroon,1533.095688
Croatia,15311.7669
Cameroon,1527.751257
Kenya,1525.235192
Mauritania,1524.071753
Croatia,15227.5601
Eswatini,1521.769075
Barbados,15199.56753
Antigua and Barbuda,15198.74297
Malta,15197.05671
New Caledonia,15174.27843
Uruguay,15171.58017
Kiribati,1516.76323
Zambia,1516.368371
Panama,15146.40851
Comoros,1513.830379
Cambodia,1512.126989
Burundi,151.6815663
China,1508.668098
Seychelles,15068.62035
Comoros,1505.337292
Nicaragua,1503.864191
Latvia,15007.49186
Malawi,150.1489426
Chile,14998.81706
Lithuania,14998.12506
Nicaragua,1499.25762
Lithuania,14944.99665
Iraq,1494.388802
Kazakhstan,1490.92709
Zambia,1489.459087
Slovenia,14849.03724
Bosnia and Herzegovina,1484.176056
Cyprus,14821.44682
Pakistan,1482.213067
Haiti,1479.345827
Belarus,1479.314583
Seychelles,14765.67398
Croatia,14757.18034
Seychelles,14745.34146
Chile,14741.7144
Spain,14713.06571
Estonia,14711.73527
Senegal,1471.830962
Seychelles,14700.33434
Vanuatu,1470.63587
Cameroon,1469.4475
Chile,14670.98891
Myanmar,1467.604281
Estonia,14663.04461
Croatia,14653.04355
Cameroon,1465.145788
Pakistan,1464.926195
Zimbabwe,1464.588957
Kenya,1464.554009
Chile,14637.23344
Tuvalu,1463.166211
Hungary,14623.69665
Kenya,1462.220052
Argentina,14613.04182
Sudan,1461.315914
Myanmar,146.6045788
India,1458.104066
Senegal,1458.069093
Turkmenistan,1453.917784
Philippines,1452.438089
Trinidad and Tobago,14514.24061
Djibouti,1451.548081
India,1449.610451
Oman,14485.38612
Comoros,1447.945144
Ecuador,1445.279324
Zimbabwe,1445.069702
Nicaragua,1444.36951
India,1443.882435
Oman,14420.51204
Cameroon,1439.547804
Cyprus,14388.34806
Libya,14382.59529
Lithuania,14376.94786
Lithuania,14367.70942
Sri Lanka,1435.816813
Haiti,1435.13647
Panama,14343.98026
Zimbabwe,1434.896277
Latvia,14322.02268
Haiti,1432.837618
Senegal,1430.148259
Hungary,14298.83367
Zimbabwe,1429.998461
Antigua and Barbuda,14285.32978
Solomon Islands,1428.505673
Comoros,1428.290463
Kiribati,1428.134977
Poland,14271.30585
Lithuania,14258.22933
Albania,1425.124219
Hungary,14240.2575
Uruguay,14236.715
Bahrain,14222.0368
Comoros,1420.661747
Honduras,1420.134396
Antigua and Barbuda,14160.562
Ukraine,1416.60381
Morocco,1416.488396
Croatia,14134.16268
Cameroon,1413.255957
Latvia,14113.52913
Greece,14110.31337
Cameroon,1411.474572
Trinidad and Tobago,14102.59329
Croatia,14067.52312
Eswatini,1405.448706
Croatia,14046.31681
Senegal,1403.949385
Cameroon,1403.522915
Comoros,1403.360252
Papua New Guinea,1401.949447
Bangladesh,1401.564635
Comoros,1401.542312
Poland,13996.02515
Antigua and Barbuda,13995.80442
Antigua and Barbuda,13992.74448
Senegal,1396.657339
Hungary,13944.97101
Zambia,1394.0005
Comoros,1393.216032
Tuvalu,1392.334348
Iraq,1391.963489
Kazakhstan,13890.63096
Mauritania,1389.338533
New Zealand,13882.85683
Solomon Islands,1388.963877
Poland,13879.56099
Poland,13864.68176
Haiti,1386.854191
Cambodia,1385.260066
Latvia,13847.33794
Croatia,13837.73164
Barbados,13822.74175
Cameroon,1382.50979
Sierra Leone,138.6987225
Tajikistan,138.4291467
Saudi Arabia,13791.45476
Argentina,13789.06042
Latvia,13780.91355
Croatia,13762.37286
Chile,13753.59215
Kiribati,1374.395199
Senegal,1372.665779
Hungary,13719.95054
Poland,13696.4663
Haiti,1369.063734
Pakistan,1368.426961
Malta,13669.49712
Senegal,1366.774501
Sudan,1366.410905
Paraguay,1365.416418
New Zealand,13641.10272
Bahrain,13636.41675
Panama,13630.30114
Vanuatu,1363.185058
Croatia,13629.28959
Senegal,1361.701972
Ethiopia,136.46625
Burundi,136.4639708
Chile,13574.16924
India,1357.563727
Mauritania,1357.124285
Pakistan,1356.667831
Kenya,1354.820833
Vanuatu,1354.100243
Cameroon,1352.302275
Antigua and Barbuda,13501.58092
Comoros,1344.730406
Djibouti,1343.275125
Croatia,13401.65662
Burundi,134.3634269
Morocco,1339.294077
Sudan,1338.443724
Zambia,1338.290927
Haiti,1337.335946
Morocco,1334.943464
Mongolia,1334.212724
Latvia,13338.96224
Bhutan,1330.977444
Sao Tome and Principe,1330.620114
Sudan,1329.635962
Antigua and Barbuda,13272.73494
Nicaragua,1327.966782
Brazil,13245.38737
Chile,13231.70421
Comoros,1323.814843
Hungary,13223.083
South Sudan,1322.820364
Iraq,1320.734706
Senegal,1317.779802
Zimbabwe,1316.740657
Comoros,1316.491213
Haiti,1312.770636
Kiribati,1312.023443
Hungary,13107.37791
Myanmar,131.7153072
Poland,13097.27085
Argentina,13082.66433
Hungary,13081.79264
Argentina,13080.25473
Senegal,1308.937808
Georgia,1305.047486
Zambia,1305.001031
Bahrain,13049.90973
Antigua and Barbuda,13048.96058
Zimbabwe,1304.968011
Sudan,1303.838955
Libya,13025.27932
Paraguay,1300.852367
Ghana,1299.345212
Hungary,12989.18028
Honduras,1296.694784
Antigua and Barbuda,12910.59063
Benin,1291.410185
Benin,1291.040972
Haiti,1290.380508
Romania,12899.34611
Romania,12896.08862
China,1288.643252
Pakistan,1288.556325
Portugal,12875.32079
Haiti,1287.95465
Lesotho,1287.269536
Bahrain,12868.17692
Equatorial Guinea,12857.36882
Argentina,12848.8642
Turkmenistan,1283.908782
Albania,1281.659826
Chile,12808.03834
Kazakhstan,12807.26069
Zambia,1280.806543
Burundi,128.3367028
Myanmar,128.0997081
Panama,12796.07403
Argentina,12790.24247
Cameroon,1277.516807
Belarus,1276.493985
Antigua and Barbuda,12746.63347
Comoros,1273.050952
Hungary,12720.71202
Haiti,1272.367992
Kenya,1271.815383
Senegal,1271.583281
Myanmar,1271.111575
Costa Rica,12693.82796
Senegal,1269.903294
Cambodia,1269.591499
Nigeria,1268.383462
Djibouti,1267.317394
Estonia,12639.40007
Indonesia,1263.287332
Turkey,12614.78161
Poland,12613.011
Solomon Islands,1260.289404
Mauritania,1259.541505
Poland,12578.49547
Papua New Guinea,1256.979648
Antigua and Barbuda,12557.54785
Angola,1255.564513
Zimbabwe,1254.642265
Sao Tome and Principe,1254.541598
Greece,12538.17887
Croatia,12527.73986
Barbados,12512.57797
Benin,1251.209767
Pakistan,1251.175719
Panama,12509.83529
Myanmar,1250.173691
Costa Rica,12485.4239
Sri Lanka,1248.698185
Bangladesh,1248.45331
Poland,12447.43959
Belarus,1244.373185
Philippines,1244.348741
Comoros,1242.585608
Benin,1241.825298
Comoros,1240.092528
Ethiopia,124.4607909
Romania,12398.98198
Kazakhstan,12386.69927
Oman,12377.08001
Brazil,12370.22325
Luxembourg,123514.1967
Zimbabwe,1235.189032
Argentina,12334.79825
Latvia,12331.92855
Trinidad and Tobago,12327.28071
Brazil,12300.38671
Burundi,123.1175361
Lesotho,1229.636232
Kazakhstan,1229.001247
Lithuania,12285.44705
Bhutan,1228.432356
Nicaragua,1226.644309
Djibouti,1223.852363
Costa Rica,12225.57449
Benin,1219.515506
Senegal,1219.249415
Seychelles,12189.09516
Ghana,1217.064435
Turkey,12157.99043
Seychelles,12154.82994
Costa Rica,12140.85415
Kiribati,1214.635603
Zimbabwe,1214.50982
Uzbekistan,1213.265328
Brazil,12112.83496
Myanmar,1210.097636
Pakistan,1208.91771
Libya,12064.77291
Greece,12042.95371
Honduras,1204.479826
Sudan,1202.557881
Seychelles,12014.39987
Costa Rica,12011.22275
Seychelles,12006.68296
Ethiopia,120.7657837
Luxembourg,119966.0349
Luxembourg,119932.2437
Uruguay,11992.02377
Lithuania,11987.50841
Pakistan,1198.117637
Senegal,1197.409561
Myanmar,1196.743357
Nepal,1194.956876
Lesotho,1194.575627
Guinea,1194.037865
Croatia,11933.37738
Lesotho,1192.48432
Haiti,1191.972664
Armenia,1191.921006
Ethiopia,119.490396
Panama,11889.09507
Luxembourg,118869.2999
Pakistan,1188.859757
Haiti,1183.604854
Lithuania,11820.77616
Croatia,11797.47447
Turkey,11795.63346
Argentina,11795.15939
Nepal,1178.525932
Slovenia,11777.15566
Portugal,11724.6115
Luxembourg,117197.4817
Bermuda,117098.4463
Barbados,11699.37047
Kiribati,1168.473302
Myanmar,1168.1654
Lesotho,1166.911756
Costa Rica,11642.77805
Pakistan,1164.978823
Kazakhstan,11634.0012
Cambodia,1162.904995
Nicaragua,1162.289685
Nauru,11614.66508
Luxembourg,116014.6025
Sudan,1160.535552
Zambia,1159.907499
Nepal,1155.142854
Poland,11526.05589
Myanmar,1151.114462
Indonesia,1150.261367
Portugal,11497.75346
Hungary,11493.10041
China,1148.50829
Cameroon,1147.4366
Lesotho,1146.064688
Honduras,1145.497946
Benin,1145.140105
Antigua and Barbuda,11446.96914
Malaysia,11432.823
Sudan,1143.932251
Latvia,11420.994
Turkey,11420.55546
Malaysia,11380.08209
Barbados,11361.51677
Myanmar,1136.610665
Benin,1136.593872
Myanmar,1134.302224
Luxembourg,113218.7133
Malaysia,11319.06194
Kiribati,1131.152504
Bermuda,113023.1856
Libya,11300.19323
Benin,1130.273251
Burundi,113.5672513
Malta,11289.88984
Brazil,11286.07154
Equatorial Guinea,11283.39805
Barbados,11268.42006
Albania,1126.68334
Luxembourg,112591.1162
Poland,11254.51739
Benin,1125.426134
Zambia,1124.290586
Hungary,11225.93258
Honduras,1122.0886
Philippines,1121.490006
Barbados,11209.42112
Mauritius,11208.34382
Honduras,1120.54996
Lesotho,1119.843641
Solomon Islands,1119.693297
South Sudan,1119.651437
Saudi Arabia,11185.13704
Bermuda,111820.5815
Bangladesh,1118.873808
Comoros,1114.945281
Lesotho,1113.37214
Seychelles,11122.86207
Ethiopia,111.9272251
Mauritius,11097.16898
Seychelles,11092.51074
Luxembourg,110777.9079
Guyana,1105.506825
Tajikistan,1104.172358
Nauru,11029.73558
Lesotho,1102.94441
India,1101.960838
Turkey,11006.27952
Cameroon,1100.174926
Luxembourg,109921.0314
Sao Tome and Principe,1098.755219
Malaysia,10970.1043
Equatorial Guinea,10963.40638
Turkey,10941.17215
Zimbabwe,1093.653409
Cambodia,1093.495976
Mexico,10928.91601
Cameroon,1090.785332
Sao Tome and Principe,1090.260763
Luxembourg,108987.6776
Turkey,10894.60338
Benin,1088.757906
Antigua and Barbuda,10872.29295
Ukraine,1087.785627
Benin,1087.287331
Haiti,1086.938192
Kenya,1085.487152
Costa Rica,10847.16967
Grenada,10827.43529
Uzbekistan,1082.286025
Malaysia,10817.43171
Ghana,1081.166318
Gabon,10809.68495
Romania,10807.00917
Seychelles,10804.68447
Honduras,1080.510472
Kenya,1080.296184
Nicaragua,1080.269119
Antigua and Barbuda,10797.95106
Ghana,1077.662058
Seychelles,10764.42042
Benin,1076.796698
Chile,10751.4816
Costa Rica,10744.09102
Turkey,10742.77498
Luxembourg,107338.8652
Mexico,10725.18359
Panama,10722.26147
Philippines,1072.801752
Bermuda,107079.4798
Bermuda,106935.4863
Sudan,1069.839957
Comoros,1069.029426
Bermuda,106885.8785
Luxembourg,106826.7264
Bhutan,1068.431811
Sao Tome and Principe,1067.908053
Sri Lanka,1065.784437
Indonesia,1065.64852
Croatia,10621.50746
Myanmar,1061.344429
Comoros,1061.075548
Turkey,10589.66772
Nauru,10580.26819
Guinea,1058.143368
Maldives,10561.61351
Guyana,1056.423886
Luxembourg,105419.6085
China,1053.108243
Djibouti,1052.719117
Kazakhstan,10510.77189
Chile,10502.35071
Mauritius,10484.90836
Nepal,1048.453755
Tajikistan,1048.225602
Philippines,1048.008205
Slovenia,10479.75963
Zambia,1047.918843
Grenada,10466.88221
Azerbaijan,1045.009379
Romania,10435.04398
China,10434.77519
Malta,10432.32812
Bermuda,104287.3875
Estonia,10412.64431
Malaysia,10412.34898
Malta,10402.23337
Antigua and Barbuda,10401.05088
Malaysia,10399.37021
Sudan,1039.762051
Argentina,10385.96443
Antigua and Barbuda,10367.31961
Libya,10363.80425
Benin,1036.534515
Philippines,1036.158331
Kenya,1035.338787
Nicaragua,1034.551387
Nauru,10339.38548
Hungary,10303.70419
Trinidad and Tobago,10293.86925
Norway,102913.4508
India,1028.334772
Maldives,10279.07998
Libya,10275.26154
Senegal,1027.731441
Malaysia,10259.30481
Gabon,10254.17196
Mexico,10241.72783
Chile,10208.90797
Mexico,10203.4213
Slovenia,10201.30354
Bermuda,102005.6256
Chad,1020.287979
Bermuda,101875.2841
Lesotho,1018.931093
Seychelles,10176.65871
Nauru,10171.48073
Solomon Islands,1017.613757
Mauritius,10153.93822
Norway,101524.1419
Grenada,10152.83281
Kiribati,1015.667006
China,10143.83817
Bermuda,101407.764
Solomon Islands,1014.85528
Cambodia,1013.420536
Oman,10126.13774
Sudan,1011.521216
Georgia,1010.00798
Bulgaria,10079.20338
Costa Rica,10075.00462
Nigeria,1007.874342
Nicaragua,1007.499839
Norway,100600.5624
Argentina,10056.63794
Nicaragua,1005.733044
Romania,10043.67745
Haiti,1002.888487
Mexico,10016.57121
Equatorial Guinea,10005.61679
Nicaragua,1000.936715
Afghanistan,
Afghanistan,
Aruba,
Aruba,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Bahamas,
Cayman Islands,
Cayman Islands,
Cayman Islands,
Cayman Islands,
Cayman Islands,
Cayman Islands,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Congo,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Czechia,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Egypt,
Eritrea,
Eritrea,
Eritrea,
Eritrea,
Eritrea,
Eritrea,
Eritrea,
Eritrea,
Eritrea,
French Guiana,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Gambia,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Kyrgyzstan,
Nauru,
Nauru,
Nauru,
Nauru,
Nauru,
Nauru,
Nauru,
Nauru,
Nauru,
Nauru,
New Caledonia,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Kitts and Nevis,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Lucia,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Saint Vincent and the Grenadines,
Sao Tome and Principe,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Slovakia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
Somalia,
South Sudan,
South Sudan,
South Sudan,
South Sudan,
South Sudan,
Turkmenistan,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,
Yemen,